Generic Name	Custom Name	User	ON	Evos	Custom Group	Group Name	Name	Item For	Index	Trade	Rarity	Effect	Element	Status	Stat	Target Element	Category	Quantity	Map Status	FamilyOn
0* None	Solar Crown	solgaleo	True	False					A	@	5*	067: SecondSTAB	fire							False
0* None	Lunar Mantle	lunala	True	False					B	@	5*	067: SecondSTAB	fairy							False
0* None	Cosmic Dust	cosmog	True	False					C	@	1*	013: PPBoost						3		False
0* None	Cosmic Ring	cosmog	True	False					D	@	2*	058: StatusMirror								False
0* None	Cosmic Shell	cosmoem	True	False					E	@	4*	080: NoStatusInWeather							clear	False
0* None		cosmoem	False	False					F	@	2-3*	000: None								False
0* None	Ultra Hat	nihilego	True	False					A	*	5*	098: StatusOnTypeHit	psychic	poison						False
2* Dust		nihilego	True	False					B	*	4*	010: AllTerrain								False
1* Dew		nihilego	True	False					C	*	1-2*	104: WeaknessDodge	ground							False
1* Thorn		nihilego	True	False					D	*	1-2*	058: StatusMirror								False
0* None		nihilego	True	False					E	*	2-3*	000: None								False
0* None		nihilego	False	False					F	*	2-3*	000: None								False
0* None	Ultra Band	buzzwole	True	False					A	*	5*	011: Wallbreaker								False
2* Medal		buzzwole	True	False					B	*	4*	048: Absorption								False
1* Horn		buzzwole	True	False					C	*	1-2*	104: WeaknessDodge	flying							False
1* Wing		buzzwole	True	False					D	*	1-2*	049: ExcessiveForce								False
0* None		buzzwole	True	False					E	*	2-3*	000: None								False
0* None		buzzwole	False	False					F	*	2-3*	000: None								False
0* None	Ultra Veil	pheromosa	True	False					A	*	5*	100: ChanceStatusOnTypeHit	fighting	in_love				35		False
2* Dust		pheromosa	True	False					B	*	4*	095: CelebrateCure								False
1* Claw		pheromosa	True	False					C	*	1-2*	104: WeaknessDodge	flying							False
1* Card		pheromosa	True	False					D	*	1-2*	018: DoubleAttacker								False
0* None		pheromosa	True	False					E	*	2-3*	000: None								False
0* None		pheromosa	False	False					F	*	2-3*	000: None								False
0* None	Ultra Wire	xurkitree	True	False					A	*	5*	087: MapStatusOnCategoryUse					002: Magical		electric_terrain	False
2* Ring		xurkitree	True	False					B	*	4*	070: PassThroughAttacker								False
1* Card		xurkitree	True	False					C	*	1-2*	027: SpecialAttacker								False
1* Branch		xurkitree	True	False					D	*	1-2*	069: GapProber								False
0* None		xurkitree	True	False					E	*	2-3*	000: None								False
0* None		xurkitree	False	False					F	*	2-3*	000: None								False
0* None	Ultra Shoot	celesteela	True	False					A	*	5*	067: SecondSTAB	grass							False
2* Seal		celesteela	True	False					B	*	4*	041: TrapBuster								False
1* Root		celesteela	True	False					C	*	1-2*	050: Anchor								False
1* Wing		celesteela	True	False					D	*	1-2*	049: ExcessiveForce								False
0* None		celesteela	True	False					E	*	2-3*	000: None								False
0* None		celesteela	False	False					F	*	2-3*	000: None								False
0* None	Ultra Blade	kartana	True	False					A	*	5*	067: SecondSTAB	fighting							False
2* Tag		kartana	True	False					B	*	4*	047: Celebrate								False
1* Card		kartana	True	False					C	*	1-2*	018: DoubleAttacker								False
1* Shoot		kartana	True	False					D	*	1-2*	005: SuperCrit								False
0* None		kartana	True	False					E	*	2-3*	000: None								False
0* None		kartana	False	False					F	*	2-3*	000: None								False
0* None	Ultra Armor	guzzlord	True	False					A	*	5*	078: EndureType	fairy							False
2* Jaw		guzzlord	True	False					B	*	4*	073: CheekPouch								False
1* Horn		guzzlord	True	False					C	*	1-2*	051: BarrageGuard								False
1* Drool		guzzlord	True	False					D	*	1-2*	048: Absorption								False
0* None		guzzlord	True	False					E	*	2-3*	000: None								False
0* None		guzzlord	False	False					F	*	2-3*	000: None								False
0* None	Ultra Prism	necrozma	True	False					A	*	5*	098: StatusOnTypeHit	psychic	blinker						False
2* Ore		necrozma	True	False					B	*	4*	047: Celebrate								False
1* Horn		necrozma	True	False					C	*	1*	013: PPBoost								False
1* Claw		necrozma	True	False					D	*	2*	048: Absorption						3		False
0* None		necrozma	True	False					E	*	2-3*	000: None								False
0* None		necrozma	False	False					F	*	2-3*	000: None								False
0* None	Clockwork Dress	magearna	True	False					A	*	5*	007: Nontraitor								False
2* Heart		magearna	True	False					B	*	4*	046: RoyalVeil								False
1* Card		magearna	True	False					C	*	1*	016: MisfortuneMirror								False
1* Thorn		magearna	True	False					D	*	2*	042: ExplosionGuard								False
0* None		magearna	True	False					E	*	2-3*	000: None								False
0* None		magearna	False	False					F	*	2-3*	000: None								False
3* Belt		marshadow	True	False					A	*	5*	040: ExplosiveAttack								False
2* Seal		marshadow	True	False					B	*	4*	047: Celebrate								False
1* Sweat		marshadow	True	False					C	*	1*	018: DoubleAttacker								False
1* Gasp		marshadow	True	False					D	*	2*	028: StatusImmune		flinch						False
0* None		marshadow	True	False					E	*	2-3*	000: None								False
0* None		marshadow	False	False					F	*	2-3*	000: None								False
0* None	Ultra Stinger	naganadel	True	True					A	*	5*	100: ChanceStatusOnTypeHit	poison	immobilized				35		False
1* Wing		naganadel	True	True					B	*	4*	047: Celebrate								False
1* Thorn		poipole	True	True					C	*	1-2*	018: DoubleAttacker								False
1* Tail		poipole	True	True					D	*	1-2*	038: LungeAttack								False
0* None		poipole	True	True					E	*	2-3*	000: None								False
0* None		naganadel	False	True					F	*	2-3*	000: None								False
0* None	Ultra Shield	stakataka	True	False					A	*	5*	078: EndureType	fighting							False
2* Rock		stakataka	True	False					B	*	4*	081: DeepBreatherPlus								False
2* Pebble		stakataka	True	False					C	*	1-2*	015: PracticeSwinger								False
2* Shard		stakataka	True	False					D	*	1-2*	054: DistanceDodge								False
0* None		stakataka	True	False					E	*	2-3*	000: None								False
0* None		stakataka	False	False					F	*	2-3*	000: None								False
0* None	Ultra Balloon	blacephalon	True	False					A	*	5*	040: ExplosiveAttack								False
2* Brooch		blacephalon	True	False					B	*	4*	047: Celebrate								False
1* Shoot		blacephalon	True	False					C	*	1-2*	060: ErraticAttacker								False
1* Card		blacephalon	True	False					D	*	1-2*	042: ExplosionGuard								False
0* None		blacephalon	True	False					E	*	2-3*	000: None								False
0* None		blacephalon	False	False					F	*	2-3*	000: None								False
3* Belt		zeraora	True	False					A	*	5*	067: SecondSTAB	fighting							False
2* Earring		zeraora	True	False					B	*	4*	080: NoStatusInWeather							electric_terrain	False
1* Hair		zeraora	True	False					C	*	1*	023: StatusOnAttack		paralyze						False
1* Tail		zeraora	True	False					D	*	2*	055: CloseDodge								False
0* None		zeraora	True	False					E	*	2-3*	000: None								False
0* None		zeraora	False	False					F	*	2-3*	000: None								False
3* Cape		cinderace	True	True					A	*	5*	067: SecondSTAB	fighting							False
2* Medal		raboot	True	True					B	*	4*	047: Celebrate								False
1* Sweat		scorbunny	True	True					C	*	1*	094: PPSaver								False
1* Tooth		scorbunny	True	True					D	*	2*	088: DoubleDash								False
3* Band		raboot	True	True					E	*	3*	069: GapProber								False
0* None		raboot	False	True					F	*	2-3*	000: None								False
3* Scope		inteleon	True	True					A	*	5*	086: StatusOnCategoryUse		pierce			003: Status			False
2* Ring		drizzile	True	True					B	*	4*	091: ProjectileAttack								False
1* Dew		sobble	True	True					C	*	1*	027: SpecialAttacker								False
1* Tail		sobble	True	True					D	*	2*	053: ClutchPerformer								False
2* Medal		drizzile	True	True					E	*	3*	005: SuperCrit								False
0* None		drizzile	False	True					F	*	2-3*	000: None								False
3* Mask		thievul	True	True					A	*	5*	078: EndureType	fighting							False
2* Seal		thievul	True	True					B	*	4*	068: TypedAttack								False
1* Hair		nickit	True	True					C	*	1*	103: TypeBecomesCategory	dark				002: Magical			False
1* Tail		nickit	True	True					D	*	2*	053: ClutchPerformer								False
2* Coin		nickit	True	True					E	*	3*	063: CoinWatcher								False
0* None		thievul	False	True					F	*	2-3*	000: None								False
3* Helmet		appletun	True	False		applin			A	BE	5*	096: TypeBodyguard	water							True
2* Guard		appletun	True	False	applin, appletun	applin			B	FG	4*	048: Absorption								True
3* Glasses		flapple	True	False		applin			C	DE	5*	047: Celebrate								True
2* Ring		flapple	True	False	applin, flapple	applin			D	FG	4*	041: TrapBuster								True
2* Seal		applin	True	True		applin			E		3*	010: AllTerrain								True
1* Dew		applin	True	True		applin			F		1*	014: DeepBreather								True
1* Drool		applin	True	True		applin			G		2*	015: PracticeSwinger								True
3* Poncho		cramorant	True	False					A	*	5*	100: ChanceStatusOnTypeHit	water	poison				25		False
3* Band		cramorant	True	False					B	*	4*	091: ProjectileAttack								False
1* Card		cramorant	True	False					C	*	1*	060: ErraticAttacker								False
1* Wing		cramorant	True	False					D	*	2*	048: Absorption								False
0* None		cramorant	True	False					E	*	2-3*	000: None								False
0* None		cramorant	False	False					F	*	2-3*	000: None								False
3* Mask		toxtricity	True	True					A	*	5*	007: Nontraitor								False
2* Brooch		toxtricity	True	True					B	*	4*	086: StatusOnCategoryUse		sleepless			002: Magical			False
1* Card		toxel	True	True					C	*	1*	015: PracticeSwinger								False
1* Claw		toxel	True	True					D	*	2*	060: ErraticAttacker								False
2* Guard		toxel	True	True					E	*	3*	104: WeaknessDodge	ground							False
0* None		toxtricity	False	True					F	*	2-3*	000: None								False
3* Dress		hatterene	True	True					A	*	5*	067: SecondSTAB	ghost							True
2* Heart		hattrem	True	True					B	*	4*	095: CelebrateCure								True
1* Horn		hatenna	True	True					C	*	1*	015: PracticeSwinger								True
1* Card		hatenna	True	True					D	*	2*	016: MisfortuneMirror								True
1* Claw		hatenna	True	True					E	*	3*	049: ExcessiveForce								True
0* None		hattrem	False	True					F	*	2-3*	000: None								True
3* Ruff		grimmsnarl	True	True					A	*	5*	098: StatusOnTypeHit	dark	taunted						False
2* Charm		morgrem	True	True					B	*	4*	047: Celebrate								False
1* Drool		impidimp	True	True					C	*	1-2*	033: AcuteSniffer								False
1* Gasp		impidimp	True	True					D	*	1-2*	015: PracticeSwinger								False
2* Ring		impidimp	True	True					E	*	2-3*	054: DistanceDodge								False
0* None		morgrem	False	True					F	*	2-3*	000: None								False
3* Scarf		frosmoth	True	True					A	*	5*	078: EndureType	fire							False
2* Dust		frosmoth	True	True					B	*	4*	010: AllTerrain								False
1* Card		snom	True	True					C	*	1*	027: SpecialAttacker								False
1* Thorn		snom	True	True					D	*	2*	052: BetterOdds								False
2* Jewel		snom	True	True					E	*	3*	057: SelfCurer								False
0* None		frosmoth	False	True					F	*	2-3*	000: None								False
3* Tie		eiscue	True	False					A	*	5*	067: SecondSTAB	water							True
2* Ore		eiscue	True	False					B	*	4*	054: DistanceDodge								True
1* Wing		eiscue	True	False					C	*	1*	103: TypeBecomesCategory	ice				001: Physical			True
1* Card		eiscue	True	False					D	*	2*	051: BarrageGuard								True
0* None		eiscue	True	False					E	*	2-3*	000: None								True
0* None		eiscue	False	False					F	*	2-3*	000: None								True
3* Apron		indeedee	True	False					A	*	5*	097: StatOnCategoryUse		mod_accuracy			002: Magical	25		False
2* Ring		indeedee	True	False					B	*	4*	089: StatusSplash								False
1* Horn		indeedee	True	False					C	*	1*	062: FastFriend								False
1* Hair		indeedee	True	False					D	*	2*	083: Gratitude								False
0* None		indeedee	True	False					E	*	2-3*	000: None								False
0* None		indeedee	False	False					F	*	2-3*	000: None								False
3* Specs		dragapult	True	True					A	*	5*	007: Nontraitor								False
2* Tag		drakloak	True	True					B	*	4*	091: ProjectileAttack								False
1* Horn		dreepy	True	True					C	*	1*	061: ErraticDefender								False
1* Tail		dreepy	True	True					D	*	2*	053: ClutchPerformer								False
2* Charm		dreepy	True	True					E	*	3*	005: SuperCrit								False
0* None		drakloak	False	True					F	*	2-3*	000: None								False
0* None	Eternamax Core	eternatus	True	False					A	*	5*	067: SecondSTAB	dragon							False
2* Heart		eternatus	True	False					B	*	4*	010: AllTerrain								False
1* Tail		eternatus	True	False					C	*	1*	039: WideAttack								False
1* Thorn		eternatus	True	False					D	*	2*	048: Absorption								False
0* None		eternatus	True	False					E	*	2-3*	000: None								False
0* None		eternatus	False	False					F	*	2-3*	000: None								False
0* None	Electric Sash	regieleki	True	False					A	*	5*	036: WeaknessPayback	ground	paralyze						False
2* Shard		regieleki	True	False					B	*	4*	047: Celebrate								False
2* Dust		regieleki	True	False					C	*	1-2*	018: DoubleAttacker								False
2* Tag		regieleki	True	False					D	*	1-2*	053: ClutchPerformer								False
0* None		regieleki	True	False					E	*	2-3*	000: None								False
0* None		regieleki	False	False					F	*	2-3*	000: None								False
0* None	Dragon Sash	regidrago	True	False					A	*	5*	036: WeaknessPayback	fairy	disable						False
2* Shard		regidrago	True	False					B	*	4*	048: Absorption								False
2* Dust		regidrago	True	False					C	*	1-2*	094: PPSaver								False
2* Tag		regidrago	True	False					D	*	1-2*	022: PressurePlus								False
0* None		regidrago	True	False					E	*	2-3*	000: None								False
0* None		regidrago	False	False					F	*	2-3*	000: None								False
3* Helmet		lokix	True	True					A	*	5*	007: Nontraitor								False
2* Ring		lokix	True	True					B	*	4*	047: Celebrate								False
1* Card		nymble	True	True					C	*	1*	014: DeepBreather								False
1* Wing		nymble	True	True					D	*	2*	084: HitAndRun								False
2* Shard		nymble	True	True					E	*	3*	005: SuperCrit								False
0* None		lokix	False	True					F	*	2-3*	000: None								False
3* Armlet		pawmot	True	True					A	*	5*	100: ChanceStatusOnTypeHit	fighting	paralyze				35		False
2* Jaw		pawmo	True	True					B	*	4*	073: CheekPouch								False
1* Hair		pawmi	True	True					C	*	1*	084: HitAndRun								False
1* Claw		pawmi	True	True					D	*	2*	060: ErraticAttacker								False
2* Jewel		pawmo	True	True					E	*	3*	018: DoubleAttacker								False
0* None		pawmo	False	True					F	*	2-3*	000: None								False
3* Hat		maushold	True	True					A	*	5*	078: EndureType	fighting							False
2* Tag		maushold	True	True					B	*	4*	047: Celebrate								False
1* Hair		tandemaus	True	True					C	*	1*	084: HitAndRun								False
1* Fang		tandemaus	True	True					D	*	2*	018: DoubleAttacker								False
2* Guard		tandemaus	True	True					E	*	3*	054: DistanceDodge								False
0* None		maushold	False	True					F	*	2-3*	000: None								False
3* Armlet		tinkaton	True	True					A	*	5*	040: ExplosiveAttack								True
2* Ore		tinkatuff	True	True					B	*	4*	041: TrapBuster								True
1* Card		tinkatink	True	True					C	*	1*	015: PracticeSwinger								True
1* Hair		tinkatink	True	True					D	*	2*	014: DeepBreather								True
2* Shard		tinkatink	True	True					E	*	3*	049: ExcessiveForce								True
0* None		tinkatuff	False	True					F	*	2-3*	000: None								True
3* Mask		palafin	True	True					A	*	5*	067: SecondSTAB	fighting							False
2* Seal		palafin	True	True					B	*	4*	076: HealOnNewFloor								False
1* Foam		finizen	True	True					C	*	1*	062: FastFriend								False
1* Dew		finizen	True	True					D	*	2*	060: ErraticAttacker								False
2* Brooch		finizen	True	True					E	*	3*	096: TypeBodyguard	water							False
0* None		palafin	False	True					F	*	2-3*	000: None								False
3* Helmet		cyclizar	True	False					A	*	5*	034: MapSurveyor								False
2* Medal		cyclizar	True	False					B	*	4*	097: StatOnCategoryUse		mod_speed			001: Physical	25		False
1* Tail		cyclizar	True	False					C	*	1*	062: FastFriend								False
1* Claw		cyclizar	True	False					D	*	2*	038: LungeAttack								False
0* None		cyclizar	True	False					E	*	3*	000: None								False
0* None		cyclizar	False	False					F	*	2-3*	000: None								False
3* Crown		glimmora	True	True					A	*	5*	104: WeaknessDodge	ground							True
2* Jewel		glimmora	True	True					B	*	4*	010: AllTerrain								True
1* Beam		glimmet	True	True					C	*	1-2*	050: Anchor								True
1* Card		glimmet	True	True					D	*	1-2*	094: PPSaver								True
0* None		glimmet	True	True					E	*	2-3*	000: None								True
0* None		glimmora	False	True					F	*	2-3*	000: None								True
3* Float		veluza	True	False					A	*	5*	086: StatusOnCategoryUse		focus_energy			003: Status			False
2* Crest		veluza	True	False					B	*	4*	048: Absorption								False
1* Fang		veluza	True	False					C	*	1-2*	088: DoubleDash								False
1* Tail		veluza	True	False					D	*	2*	053: ClutchPerformer								False
0* None		veluza	True	False					E	*	2-3*	000: None								False
0* None		veluza	False	False					F	*	2-3*	000: None								False
0* None	Flutter Specs	flutter_mane	True	False					A	*	5*	067: SecondSTAB	psychic							False
0* None	Flutter Wings	flutter_mane	True	False					B	*	4*	010: AllTerrain								False
0* None	Flutter Fang	flutter_mane	True	False					C	*	1*	027: SpecialAttacker								False
0* None	Flutter Cape	flutter_mane	True	False					D	*	2*	053: ClutchPerformer								False
0* None		flutter_mane	True	False					E	*	2-3*	000: None								False
0* None		flutter_mane	False	False					F	*	2-3*	000: None								False
0* None	Freezing Bundle	iron_bundle	True	False					A	*	5*	100: ChanceStatusOnTypeHit	water	freeze				35		False
0* None	Bundle Guard	iron_bundle	True	False					B	*	4*	028: StatusImmune		poison						False
0* None	Bundle Beak	iron_bundle	True	False					C	*	1*	103: TypeBecomesCategory	flying				002: Magical			False
0* None	Bundle Scope	iron_bundle	True	False					D	*	2*	019: MasterHurler								False
0* None		iron_bundle	True	False					E	*	2-3*	000: None								False
0* None		iron_bundle	False	False					F	*	2-3*	000: None								False
3* Crown		gholdengo	True	True					A	*	5*	036: WeaknessPayback	dark	disable						False
2* Seal		gholdengo	True	True					B	*	4*	047: Celebrate								False
1* Hair		gimmighoul	True	True					C	*	1*	053: ClutchPerformer								False
1* Card		gimmighoul	True	True					D	*	2*	062: FastFriend								False
2* Coin		gimmighoul	True	True					E	*	3*	063: CoinWatcher								False
2* Key		gholdengo	False	True					F	*	3*	065: ChestFinder								False
