Key		EN	DE	ES	ZH-HANS	FR	IT	KO	JA	JA-JP	ZH-HANT
0124-pickpocket-0001|data.Desc		Steals an item from an attacker that made direct contact.	Stiehlt Angreifern Items, wenn es von ihnen berührt wird.	Al ser golpeado, roba el objeto del objetivo.	盗取接触到自己的对手的道具。	Vole l’objet de l’attaquant si son attaque touche.	Al contatto subito, ruba lo strumento di chi lo ha attaccato.	닿은 상대로부터 도구를 훔친다.	さわられた　あいてから どうぐを　ぬすむ。	触られた　相手から 道具を　盗む。	盜取接觸到自己的 對手的道具。
0125-sheer_force-0000|data.Name		Sheer Force	Rohe Gewalt	Potencia Bruta	强行	Sans Limite	Forzabruta	우격다짐	ちからずく	ちからずく	強行
0125-sheer_force-0001|data.Desc		Removes additional effects to increase the power of moves when attacking.	Erhöht die Stärke von Attacken, aber hebt dafür ihre Zusatzeffekte auf.	Sube la potencia de los movimientos en detrimento de los efectos secundarios, que se ven anulados.	招式的追加效果消失，但因此能以更高的威力使出招式。	Les capacités ayant un effet additionnel perdent celui-ci, mais leur puissance augmente.	Aumenta i danni delle mosse, ma ne annulla gli effetti aggiuntivi.	기술의 추가 효과가 없어지지만 그만큼 높은 위력으로 기술을 사용할 수 있다.	わざの　ついか　こうかは　なくなるが そのぶん　たかい　いりょくで わざを　だすことが　できる。	技の　追加効果は　なくなるが そのぶん　高い　威力で 技を　出すことが　できる。	招式會失去追加效果， 但可以用更高的威力使出招式。
0126-contrary-0000|data.Name		Contrary	Umkehrung	Respondón	唱反调	Contestation	Inversione	심술꾸러기	あまのじゃく	あまのじゃく	唱反調
0126-contrary-0001|data.Desc		Makes stat changes have an opposite effect.	Statusveränderungen werden umgekehrt.	Invierte los cambios en las características.	能力的变化发生逆转，原本提高时会降低，而原本降低时会提高。	Inverse les variations de stats.	Le modifiche alle statistiche hanno effetto inverso.	능력의 변화가 역전된다.	のうりょくの　へんかが ぎゃくてんする。	能力の　変化が 逆転する。	能力的變化會逆轉， 原本提高時會降低， 原本降低時會提高。
0127-unnerve-0000|data.Name		Unnerve	Anspannung	Nerviosismo	紧张感	Tension	Agitazione	긴장감	きんちょうかん	きんちょうかん	緊張感
0127-unnerve-0001|data.Desc		Unnerves opposing Pokémon and makes them unable to eat food items.	Hindert den Gegner durch Stress am Konsum von essbaren Items.		让对手紧张，使其无法食用食物。			적 포켓몬을 긴장시켜 나무열매를 먹지 못하게 한다.			
0128-defiant-0000|data.Name		Defiant	Siegeswille	Competitivo	不服输	Acharné	Agonismo	오기	まけんき	まけんき	不服輸
0128-defiant-0001|data.Desc		Boosts the Pokémon's Attack stat sharply when its stats are lowered.	Werden die Statuswerte des Pokémon gesenkt, steigt sein Angriff stark.	Sube mucho el Ataque cuando el rival le baja las características.	能力被降低时，攻击会大幅提高。	Augmente beaucoup l’Attaque du Pokémon quand ses stats baissent.	L’Attacco aumenta di molto quando le statistiche diminuiscono a causa di un nemico.	능력이 떨어지면 공격이 크게 올라간다.	のうりょくを　さげられると こうげきが　ぐーんと　あがる。	能力を　下げられると 攻撃が　ぐーんと　上がる。	能力被降低時， 攻擊會大幅提高。
0129-defeatist-0000|data.Name		Defeatist	Schwächling	Flaqueza	软弱	Défaitiste	Sconforto	무기력	よわき	よわき	軟弱
0129-defeatist-0001|data.Desc		Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.	Fallen seine KP auf die Hälfte des Maximalwerts oder weniger, bekommt es Angst. Dadurch wird die Stärke seines Angriffs und Spezial-Angriffs halbiert.	Se debilita tanto cuando sus PS se ven reducidos a la mitad que su Ataque y su Ataque Especial bajan.	HP减半时，会变得软弱，攻击和特攻会减半。	Le Pokémon devient défaitiste quand ses PV tombent à la moitié, et son Attaque et son Attaque Spéciale sont divisées par deux.	Quando i PS scendono a metà o meno, il Pokémon si scoraggia e l’Attacco e l’Attacco Speciale vengono dimezzati.	HP가 절반이 되면 무기력해져서 공격과 특수공격이 반감된다.	ＨＰが　はんぶんに　なると よわきに　なって　こうげきと とくこうが　はんげんする。	ＨＰが　半分に　なると 弱気に　なって　攻撃と 特攻が　半減する。	ＨＰ降到一半以下時， 會變得軟弱而使得 攻擊和特攻減半。
0130-cursed_body-0000|data.Name		Cursed Body	Tastfluch	Cuerpo Maldito	诅咒之躯	Corps Maudit	Corpofunesto	저주받은바디	のろわれボディ	のろわれボディ	詛咒之軀
0130-cursed_body-0001|data.Desc		May disable a move used on the Pokémon.	Blockiert gelegentlich Attacken.	Puede anular el movimiento usado en su contra.	受到攻击时，有时会把对手的招式变为定身法状态。	Peut empêcher l’ennemi de réutiliser une attaque.	A volte inibisce l’ultima mossa usata dal nemico.	공격받으면 가끔 상대를 사슬묶기 상태로 만든다.	こうげきされると　たまに かなしばりにする。	攻撃されると　たまに かなしばりにする。	受到攻擊時， 有時會把對手的招式 變為定身法狀態。
0131-healer-0000|data.Name		Healer	Heilherz	Alma Cura	治愈之心	Cœur Soin	Curacuore	치유의마음	いやしのこころ	いやしのこころ	治癒之心
0131-healer-0001|data.Desc		Heals the status conditions of nearby Pokémon when battling.	Befreit von Pokémon in der Nähe gelegentlich von Statusproblemen, wenn sich das Pokémon im Kampf befindet.		战斗时会治愈附近异常状态的宝可梦。			싸우는 동안 같은 편의 상태 이상을 회복시킨다.			
0132-friend_guard-0000|data.Name		Friend Guard	Freundeshut	Compiescolta	友情防守	Garde Amie	Amicoscudo	프렌드가드	フレンドガード	フレンドガード	友情防守
0132-friend_guard-0001|data.Desc		Reduces damage done to nearby allies.	Verringert den Schaden an Mitstreitern.	Reduce el daño que sufren los aliados.	可以减少我方的伤害。	Diminue les dégâts subis par les alliés.	Riduce il danno subito dagli alleati.	아군의 데미지를 줄일 수 있다.	 かたの　ダメージを へらすことができる。	味方の　ダメージを 減らすことができる。	可以減少我方受到的傷害。
0133-weak_armor-0000|data.Name		Weak Armor	Bruchrüstung	Armadura Frágil	碎裂铠甲	Armurouillée	Sottilguscio	깨어진갑옷	くだけるよろい	くだけるよろい	碎裂鎧甲
0133-weak_armor-0001|data.Desc		Physical attacks lower its Defense stat and raise its Movement Speed.	Physische Treffer senken den Verteidigungswert und steigern das Tempo.		如果因物理招式受到伤害，防御会降低，移动速度会提高。			물리 기술을 받으면 방어가 떨어지고 행동속도가 올라간다.			
0134-heavy_metal-0000|data.Name		Heavy Metal	Schwermetall	Metal Pesado	重金属	Heavy Metal	Metalpesante	헤비메탈	ヘヴィメタル	ヘヴィメタル	重金屬
0134-heavy_metal-0001|data.Desc		Doubles the Pokémon's weight.	Verdoppelt das eigene Gewicht.	Duplica el peso del Pokémon.	自身的重量会变为２倍。	Double le poids du Pokémon.	Raddoppia il peso del Pokémon.	자신의 무게가 2배가 된다.	じぶんの　おもさが ２ばいに　なる。	自分の　重さが ２倍に　なる。	自己的重量會變為２倍。
0135-light_metal-0000|data.Name		Light Metal	Leichtmetall	Metal Liviano	轻金属	Light Metal	Metalleggero	라이트메탈	ライトメタル	ライトメタル	輕金屬
0135-light_metal-0001|data.Desc		Halves the Pokémon's weight.	Halbiert das eigene Gewicht.	Reduce a la mitad el peso del Pokémon.	自身的重量会减半。	Divise par deux le poids du Pokémon.	Dimezza il peso del Pokémon.	자신의 무게가 절반이 된다.	じぶんの　おもさが はんぶんに　なる。	自分の　重さが 半分に　なる。	自己的重量會減半。
0136-multiscale-0000|data.Name		Multiscale	Multischuppe	Compensación	多重鳞片	Multiécaille	Multisquame	멀티스케일	マルチスケイル	マルチスケイル	多重鱗片
0136-multiscale-0001|data.Desc		Reduces damage the Pokémon takes when its HP is full.	Verringert den erlittenen Schaden bei vollen KP.	Reduce el daño sufrido si los PS están al máximo.	HP全满时，受到的伤害会变少。	Reçoit moins de dégâts si les PV sont au maximum.	Riduce il danno subito se i PS sono al massimo.	HP가 꽉 찼을 때 받는 데미지가 줄어든다.	ＨＰが　まんたんのときに ダメージが　すくなくなる。	ＨＰが　満タンのときに ダメージが　少なくなる。	ＨＰ全滿時， 受到的傷害會變少。
0137-toxic_boost-0000|data.Name		Toxic Boost	Giftwahn	Ímpetu Tóxico	中毒激升	Rage Poison	Velenimpeto	독폭주	どくぼうそう	どくぼうそう	中毒激升
0137-toxic_boost-0001|data.Desc		Powers up physical attacks when the Pokémon is poisoned.	Erhöht bei Vergiftung die Stärke von physischen Attacken.	Aumenta la potencia física si está envenenado.	变为中毒状态时，物理招式的威力会提高。	Booste les attaques physiques si le Pokémon est empoisonné.	Aumenta l’Attacco se il Pokémon è avvelenato.	독 상태일 때 물리공격의 위력이 올라간다.	どくのとき　ぶつりの いりょくが　あがる。	どくのとき　物理の 威力が　あがる。	陷入中毒狀態時， 物理招式的威力會提高。
0138-flare_boost-0000|data.Name		Flare Boost	Hitzewahn	Ímpetu Ardiente	受热激升	Rage Brûlure	Bruciaimpeto	열폭주	ねつぼうそう	ねつぼうそう	受熱激升
0138-flare_boost-0001|data.Desc		Powers up special attacks when the Pokémon is burned.	Verstärkt bei Verbrennungen die Stärke von Spezial-Attacken.	Potencia los ataques especiales cuando el Pokémon se quema.	变为灼伤状态时，特殊招式的威力会提高。	Booste les attaques spéciales si le Pokémon est brûlé.	Aumenta l’Attacco Speciale se il Pokémon è scottato.	화상 상태일 때 특수공격의 위력이 올라간다.	やけどのとき　とくしゅの いりょくが　あがる。	やけどのとき　特殊の 威力が　あがる。	陷入灼傷狀態時， 特殊招式的威力會提高。
0139-harvest-0000|data.Name		Harvest	Reiche Ernte	Cosecha	收获	Récolte	Coglibacche	수확	しゅうかく	しゅうかく	收穫
0139-harvest-0001|data.Desc		Passes the effect of Berries to nearby allies.	Gibt die Effekte von Beeren an Partner in der Nähe weiter.		将树果的效果传递给附近的队友。			사용한 나무열매의 효과를 근처 아군과 공유한다.			
0140-telepathy-0000|data.Name		Telepathy	Telepathie	Telepatía	心灵感应	Télépathe	Telepatia	텔레파시	テレパシー	テレパシー	心靈感應
0140-telepathy-0001|data.Desc		Anticipates an ally's attack and dodges it.	Erkennt und pariert Attacken von Mitstreitern.	Elude los ataques de aliados en batalla.	读取我方的攻击，并闪避其招式伤害。	Anticipe et évite les attaques de ses alliés.	Prevede ed evita gli attacchi degli alleati.	같은 편의 공격의 낌새를 읽고 회피한다.	 かたの　こうげきを よ とって　うけない。	味方の　攻撃を 読 取って　受けない。	預測我方的攻擊， 並閃避其招式。
0141-moody-0000|data.Name		Moody	Gefühlswippe	Veleta	心情不定	Lunatique	Altalena	변덕쟁이	ムラっけ	ムラっけ	心情不定
0141-moody-0001|data.Desc		Raises one stat and lowers another.	Erhöht einen Statuswert und senkt einen anderen.	Sube una característica mucho, pero baja otra.	提高一项能力，而降低另一项。	Monte une stat tout en en baissant une autre.	Aumenta una statistica e ne riduce un’altra.	능력이 오르락내리락한다.	のうりょくが　あがったり さがったりする。	能力が　あがったり さがったりする。	
0142-overcoat-0000|data.Name		Overcoat	Wetterfest	Funda	防尘	Envelocape	Copricapo	방진	ぼうじん	ぼうじん	防塵
0142-overcoat-0001|data.Desc		Protects the Pokémon from the weather and splash damage.	Beschützt Pokémon vor Wetter und Bereichsschäden.		不会受到天气的影响和溅射伤害。			날씨 효과나 범위 효과로부터 보호한다.			
0143-poison_touch-0000|data.Name		Poison Touch	Giftgriff	Toque Tóxico	毒手	Toxitouche	Velentocco	독수	どくしゅ	どくしゅ	毒手
0143-poison_touch-0001|data.Desc		May poison a target when the Pokémon makes contact.	Kann das Ziel durch bloßes Berühren vergiften.	Puede envenenar al objetivo con solo tocarlo.	只通过接触就有可能让对手变为中毒状态。	Peut empoisonner l’ennemi par simple contact.	Può avvelenare il nemico al solo contatto fisico.	접촉하기만 해도 상대를 독 상태로 만들 때가 있다.	さわるだけで　あいてを どくにすることがある。	触るだけで　相手を どくにすることがある。	有時僅是接觸 就能讓對手中毒。
0144-regenerator-0000|data.Name		Regenerator	Belebekraft	Regeneración	再生力	Régé-Force	Rigenergia	재생력	さいせいりょく	さいせいりょく	再生力
0144-regenerator-0001|data.Desc		Restores HP when there are no threats nearby.	Heilt KP, wenn keine Gefahren in der Nähe sind.		当附近没有危险时，会回复HP。			근처에 위험이 없을 때 HP를 회복한다.			
0145-big_pecks-0000|data.Name		Big Pecks	Brustbieter	Sacapecho	健壮胸肌	Cœur de Coq	Pettinfuori	부풀린가슴	はとむね	はとむね	健壯胸肌
