Key		EN	FR	DE	ES	PT	KO	IT	JA	JA-JP	ZH-HANS	ZH-HANT
0010-evo_ice_stone-0001|data.Desc		A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern. If held, it changes the Pokémon's regular attacks to Ice-type.										
0010-evo_kings_rock-0000|data.Name		King's Rock	Roche Royale	King-Stein	Roca del Rey		왕의징표석	Roccia di Re	おうじゃのしるし	おうじゃのしるし	王者之证	王者之證
0010-evo_kings_rock-0001|data.Desc		An impressive icon that conveys a kingly nobility. When the holder successfully inflicts damage, the target may also flinch.	Objet à tenir. Peut apeurer l’ennemi lorsque le porteur lui inflige des dégâts.	Gibst du es einem Pokémon zum Tragen, lässt es mit seinem Angriff das Ziel gelegentlich zurückschrecken.	Debe llevarla un Pokémon. La robustez de la piedra fortalece los movimientos de tipo Roca.		지니게 하면 공격해서 데미지를 줄 때 상대를 풀죽이기도 한다.	Strumento da dare a un Pokémon. Se chi lo usa arreca danni, può far tentennare il nemico.	もたせると　こうげきして ダメージを　あたえたときに あいてを　ひるませることが　ある。	持たせると　攻撃して ダメージを　与えたときに 相手を　ひるませることが　ある。	携带后进行攻击， 在造成伤害时， 有时会让对手畏缩。	攜帶後進行攻擊， 並造成傷害時， 有時會讓對手畏縮。
0010-evo_leaf_stone-0000|data.Name		Leaf Stone	Pierre Plante	Blattstein	Piedra Hoja		리프의돌	Pietrafoglia	リーフのいし	リーフのいし	叶之石	葉之石
0010-evo_leaf_stone-0001|data.Desc		A peculiar stone inscribed with a leafy pattern. It allows certain kinds of Pokémon to evolve. If held, it changes the Pokémon's regular attacks to Grass-type.										
0010-evo_link_cable-0000|data.Name		Link Cable	Câble Link	Linkkabel			링크케이블					
0010-evo_link_cable-0001|data.Desc		An intriguing cable used for linking unknown devices. It allows a certain kind of Pokémon to evolve.	Un câble intriguant qui sert à lier deux appareils inconnu. Il permet à certains Pokémon d'évoluer.	Ein faszinierendes Kabel, welches für Verbindungen von unbekannten Geräten verwendet wurde. Es erlaubt bestimmten Pokémon sich zu entwickeln.			어떠한 장치들을 연결하는 데 쓰였을 묘한 케이블. 어떤 포켓몬을 진화시킨다.					
0010-evo_lunar_ribbon-0000|data.Name		Lunar Ribbon	Ruban Lune	Mondschleife			달빛리본					
0010-evo_lunar_ribbon-0001|data.Desc		A ribbon infused with moonlight. It allows a certain kind of Pokémon to evolve.	Un ruban gorgé de lumière lunaire. Il permet à certains Pokémon d'évoluer.	Eine Schleife eingeflößt mit Mondlicht. Es erlaubt einer bestimmten Art von Pokémon sich zu entwickeln.			달빛을 머금은 리본. 어떤 포켓몬을 진화시킨다.					
0010-evo_magmarizer-0000|data.Name		Magmarizer	Magmariseur	Magmaisierer	Magmatizador		마그마부스터	Magmatore	マグマブースター	マグマブースター	熔岩增幅器	熔岩增幅器
0010-evo_magmarizer-0001|data.Desc		A box brimming with a huge amount of magma energy. It allows a certain kind of Pokémon to evolve.	Une boîte remplie d’une énorme quantité d’énergie magmatique. Appréciée d’un certain Pokémon.	Eine Schachtel mit Magmaenergie. Das Lieblingsstück eines bestimmten Pokémon.	Ataca al objetivo con un rayo de hielo que puede llegar a congelarlo.		엄청난 마그마의 에너지가 비축되어 있는 상자. 어떤 포켓몬을 진화시킨다.	Scatola strapiena di energia lavica. Piace a un Pokémon in particolare.	とてつもない　マグマの　エネルギーが たくわえられている　はこ。 ある　ポケモンが　このんでいる。	とてつもない　マグマの　エネルギーが 蓄えられている　箱。 ある　ポケモンが　好んでいる。	积蓄着庞大熔岩能量的箱子。 某种宝可梦很喜欢它。	蓄積著龐大 熔岩能量的箱子。 某種寶可夢很喜歡它。
0010-evo_moon_stone-0000|data.Name		Moon Stone	Pierre Lune	Mondstein	Piedra Lunar		달의돌	Pietralunare	つきのいし	つきのいし	月之石	月之石
0010-evo_moon_stone-0001|data.Desc		An odd stone that gleams like the moon in the evening sky. It allows certain kinds of Pokémon to evolve. If held, it changes the Pokémon's regular attacks to Fairy-type.										
0010-evo_oval_stone-0000|data.Name		Oval Stone	Pierre Ovale	Ovaler Stein	Piedra Oval		동글동글돌	Pietraovale	まんまるいし	まんまるいし	浑圆之石	渾圓之石
0010-evo_oval_stone-0001|data.Desc		A surprisingly smooth, rounded stone. It allows a certain kind of Pokémon to evolve.	Une pierre étrange qui fait évoluer certaines espèces de Pokémon. Elle a la forme d’un œuf.	Dieser besondere, eiförmige Stein hilft manchen Pokémon bei ihrer Evolution.	Una piedra peculiar que hace evolucionar a algunos Pokémon. Tiene forma de huevo.		어느 특정 포켓몬을 진화시키는 이상한 돌. 구슬처럼 둥글다.	Pietra particolare che fa evolvere determinate specie di Pokémon. È a forma di uovo.	ある　とくていの　ポケモンを しんかさせる　ふしぎな　いし。 たまのように　まるい。	ある　特定の　ポケモンを 進化させる　不思議な　石。 たまのように　まるい。	能让某些特定宝可梦 进化的神奇石头。 像珠子一般圆润。	能讓特定寶可夢 進化的神奇石頭。 像珠子一般圓潤。
0010-evo_prism_scale-0000|data.Name		Prism Scale	Bel'Écaille	Schönschuppe	Escama Bella		고운비늘	Squama Bella	きれいなウロコ	きれいなウロコ	美丽鳞片	美麗鱗片
0010-evo_prism_scale-0001|data.Desc		A mysterious scale that shines in rainbow colors. It allows a certain kind of Pokémon to evolve.	Une écaille étrange qui fait évoluer certaines espèces de Pokémon. Elle a une couleur arc-en-ciel.	Eine seltsame Schuppe, durch die sich bestimmte Pokémon entwickeln. Sie funkelt in den Farben des Regenbogens.	Joya de un solo uso que potencia los movimientos de tipo Volador. Debe llevarla un Pokémon.		어느 특정 포켓몬을 진화시키는 이상한 비늘. 무지갯빛으로 빛나고 있다.	Squama misteriosa che fa evolvere determinate specie di Pokémon. Riflette i colori dell’arcobaleno.	ある　とくていの　ポケモンを しんかさせる　ふしぎな　ウロコ。 にじいろに　かがやいている。	ある　特定の　ポケモンを 進化させる　不思議な　ウロコ。 にじ色に　輝いている。	能让某些特定宝可梦 进化的神奇鳞片。 散发着虹色光辉。	能讓特定寶可夢 進化的神奇鱗片。 散發著虹色光輝。
0010-evo_protector-0000|data.Name		Protector	Protecteur	Schützer	Protector		프로텍터	Copertura	プロテクター	プロテクター	护具	護具
0010-evo_protector-0001|data.Desc		A heavy, durable piece of protective equipment. It allows a certain kind of Pokémon to evolve.	Un objet protecteur très dur et très lourd, apprécié d’un certain Pokémon.	Ein schützendes Item. Steif und schwer. Das Lieblingsstück eines bestimmten Pokémon.	Quien lo usa intensifica el efecto del sol durante cinco turnos, lo que potencia los movimientos de tipo Fuego.		무겁고 튼튼한 보호장비. 어떤 포켓몬을 진화시킨다.	Strumento protettivo, molto duro e pesante, prediletto da un Pokémon in particolare.	なにかの　プロテクター。 とても　かたくて　おもい。 ある　ポケモンが　このんでいる。	なにかの　プロテクター。 とても　硬くて　重い。 ある　ポケモンが　好んでいる。	某种护具。 非常坚硬而且沉重。 某种宝可梦很喜欢它。	某種護具。 非常堅硬而且沉重。 某種寶可夢很喜歡它。
0010-evo_razor_claw-0000|data.Name		Razor Claw	Griffe Rasoir	Scharfklaue	Garra Afilada		예리한손톱	Affilartigli	するどいツメ	するどいツメ	锐利之爪	銳利之爪
0010-evo_razor_claw-0001|data.Desc		A wickedly sharp claw perfect for raking enemies. It increases the holder’s critical-hit ratio.	Objet à tenir. Une griffe crochue et pointue augmentant le taux de critiques.	Ein Item zum Tragen. Die scharfe Klaue erhöht die Volltrefferquote des Trägers.	Impresionante pared de luz que reduce el daño de los ataques especiales durante cinco turnos.		날카롭고 뾰족한 손톱. 지니게 하면 기술이 급소에 맞기 쉬워진다.	Strumento da dare a un Pokémon. Artiglio che aumenta la probabilità di sferrare brutti colpi.	するどく　とがった　ツメ。 もたせると　わざが　きゅうしょに あたりやすくなる。	鋭く　とがった　ツメ。 持たせると　技が　急所に 当たりやすくなる。	尖锐的爪子。 携带后，招式会 变得容易击中要害。	尖銳的爪子。 攜帶後，招式會 變得容易擊中要害。
0010-evo_razor_fang-0000|data.Name		Razor Fang	Croc Rasoir	Scharfzahn	Colmillo Agudo		예리한이빨	Affilodente	するどいキバ	するどいキバ	锐利之牙	銳利之牙
0010-evo_razor_fang-0001|data.Desc		A savagely sharp, piercing fang. When the holder successfully inflicts damage, the target may also flinch.	Objet à tenir. Peut apeurer l’ennemi quand le porteur lui inflige des dégâts.	Ein Item zum Tragen. Verursacht der Träger Schaden, schreckt das Ziel eventuell zurück.	Bloquea todos los ataques. Puede fallar si se usa repetidamente.		날카롭고 뾰족한 이빨. 지니게 하면 데미지를 줬을 때 풀죽게 하기도 한다.	Strumento da dare a un Pokémon. Chi ce l’ha può far tentennare il nemico colpito.	するどく　とがった　キバ。 もたせると　ダメージを　あたえたとき ひるませることが　ある。	鋭く　とがった　キバ。 持たせると　ダメージを　与えたとき ひるませることが　ある。	尖锐的牙齿。 携带后，在给予伤害时， 有时会让对手畏缩。	尖銳的牙齒。 攜帶後，在給予傷害時， 有時會讓對手畏縮。
0010-evo_reaper_cloth-0000|data.Name		Reaper Cloth	Tissu Fauche	Düsterumhang	Tela Terrible		영계의천	Terrorpanno	れいかいのぬの	れいかいのぬの	灵界之布	靈界之布
0010-evo_reaper_cloth-0001|data.Desc		An eerie cloth imbued with horrifyingly strong spiritual energy. It allows a certain kind of Pokémon to evolve.	Un tissu imprégné d’une énergie spirituelle horriblement puissante. Apprécié d’un certain Pokémon.	Ein Stoffumhang mit geistiger Energie. Das Lieblingsstück eines bestimmten Pokémon.	Ataca al objetivo con un potente rayo, pero quien lo usa debe descansar en el siguiente turno para reponer energía.		무섭고 강한 영력이 담겨 있는 천. 어떤 포켓몬을 진화시킨다.	Panno intriso di un’energia spirituale terribilmente forte. Piace a un Pokémon in particolare.	おそろしく　つよい　れいりょくが こめられている　ぬの。 ある　ポケモンが　このんでいる。	おそろしく　強い　霊力が こめられている　布。 ある　ポケモンが　好んでいる。	蕴含着惊人强大灵力的布。 某种宝可梦很喜欢它。	蘊含著驚人的 強大靈力的布。 某種寶可夢很喜歡它。
0010-evo_shiny_stone-0000|data.Name		Shiny Stone	Pierre Éclat	Leuchtstein	Piedra Día		빛의돌	Pietrabrillo	ひかりのいし	ひかりのいし	光之石	光之石
0010-evo_shiny_stone-0001|data.Desc		An odd stone that shines with dazzling light. It allows certain kinds of Pokémon to evolve.	Une pierre étrange qui fait évoluer certaines espèces de Pokémon. Elle brille d’une lumière aveuglante.	Dieser besondere, hell leuchtende Stein hilft manchen Pokémon bei ihrer Evolution.	Una piedra peculiar que hace evolucionar a algunos Pokémon. Tiene un brillo espectacular.		어느 특정 포켓몬을 진화시키는 이상한 돌. 빛처럼 눈부시다.	Pietra particolare che fa evolvere determinate specie di Pokémon. Brilla di una luce abbagliante.	ある　とくていの　ポケモンを しんかさせる　ふしぎな　いし。 ひかりのように　まぶしい。	ある　特定の　ポケモンを 進化させる　不思議な　石。 ひかりのように　まぶしい。	能让某些特定宝可梦 进化的神奇石头。 像光芒一样耀眼。	能讓特定寶可夢 進化的神奇石頭。 像光芒一樣耀眼。
0010-evo_sun_ribbon-0000|data.Name		Sun Ribbon	Ruban Soleil	Sonnenschleife			태양리본					
0010-evo_sun_ribbon-0001|data.Desc		A ribbon infused with sunshine. It allows a certain kind of Pokémon to evolve.	Un ruban imprégné des rayons du soleil. Il permet à certains Pokémon d'évoluer.	Eine Schleife eingeflößt mit Sonnenschein. Es erlaubt einer bestimmten Art von Pokémon sich zu entwickeln.			태양빛을 머금은 리본. 어떤 포켓몬을 진화시킨다.					
0010-evo_sun_stone-0000|data.Name		Sun Stone	Pierre Soleil	Sonnenstein	Piedra Solar		태양의돌	Pietrasolare	たいようのいし	たいようのいし	日之石	日之石
0010-evo_sun_stone-0001|data.Desc		An odd stone that glows with sunny warmth. It allows certain kinds of Pokémon to evolve. If held, it changes the Pokémon's regular attacks to Psychic-type.										
0010-evo_thunder_stone-0000|data.Name		Thunder Stone	Pierre Foudre	Donnerstein	Piedra Trueno		천둥의돌	Pietratuono	かみなりのいし	かみなりのいし	雷之石	雷之石
0010-evo_thunder_stone-0001|data.Desc		A peculiar stone inscribed with a thunderbolt pattern. It allows certain kinds of Pokémon to evolve. If held, it changes the Pokémon's regular attacks to Electric-type.										
0010-evo_up_grade-0000|data.Name		Up-Grade	Améliorator	Up-Grade	Mejora		업그레이드	Upgrade	アップグレード	アップグレード	升级数据	升級資料
0010-evo_up_grade-0001|data.Desc		A mysterious device filled with all sorts of data. It allows a certain kind of Pokémon to evolve.	Un dispositif étrange rempli de données diverses. Il permet à certains Pokémon d'évoluer.	Dieses mysteriöse Gerät ist mit verschiedenen Arten von Daten gefüllt. Es erlaubt bestimmten Pokémon sich zu entwickeln.			안에 여러 가지 정보가 가득한 기계다. 어떤 포켓몬을 진화시킨다.					
