Key		EN	DE	PT	IT	ZH-HANS	FR	ES	KO	JA	JA-JP	ZH-HANT
0132-constrict-0001|data.Desc		The target is attacked with long, creeping tentacles or vines. This will also lower the target's Movement Speed.	Angriff mit langen Tentakeln oder Ranken. Senkt eventuell die Bewegungsgeschwindigkeit.		Il Pokémon colpisce il bersaglio con lunghi tentacoli o piante rampicanti. Può anche ridurne la velocità di movimento.	用触手或青藤等缠绕进行攻击。也会降低对手的移动速度。			촉수나 덩굴 등을 휘감아서 공격한다. 상대의 행동속도를 떨어뜨린다.			
0133-amnesia-0000|data.Name		Amnesia	Amnesie		Amnesia	瞬间失忆	Amnésie	Amnesia	망각술	ドわすれ	ドわすれ	瞬間失憶
0133-amnesia-0001|data.Desc		The user temporarily empties its mind to forget its concerns. This sharply raises the user's Sp. Def stat.	Gedächtnisverlust, der die Spezial-Verteidigung stark erhöht.		Il Pokémon svuota per un po' la mente per dimenticare i problemi. La Difesa Speciale aumenta di molto.	将头脑清空，瞬间忘记某事，从而大幅提高自己的特防。	Le lanceur fait le vide dans son esprit pour oublier ses soucis. Augmente fortement sa Défense Spéciale.	El usuario olvida sus preocupaciones y aumenta mucho la Defensa Especial.	순간적으로 머리를 비워서 근심거리를 잊어버림으로써 자신의 특수방어를 크게 올린다.	あたまを　からにして いっしゅん　なにかを　わすれる　ことで じぶんの　とくぼうを　ぐーんと　あげる。	頭を　からにして 一瞬　なにかを　忘れることで 自分の　特防を　ぐーんと　あげる。	將頭腦清空， 藉由在一瞬間遺忘某些事 大幅提高自己的特防。
0134-kinesis-0000|data.Name		Kinesis	Psykraft		Cinèsi	折弯汤匙	Télékinésie	Kinético	숟가락휘기	スプーンまげ	スプーンまげ	折彎湯匙
0134-kinesis-0001|data.Desc		The user distracts the target by bending a spoon. This lowers the target's Accuracy.	Lenkt Ziel durch Verbiegen eines Löffels ab. Senkt dessen Genauigkeit.		Il Pokémon distrae il bersaglio piegando un cucchiaio e ne riduce la precisione.	折弯汤匙引开注意，从而降低对手的命中率。	Le lanceur distrait l’ennemi en pliant une cuiller, ce qui baisse sa Précision.	Dobla una cuchara para distraer al objetivo y bajar su nivel de Precisión.	숟가락을 휘어서 주의를 끌어 상대의 명중률을 낮춘다.	スプーンを　まげて　ちゅういを　ひき あいての　めいちゅうりつを　さげる。	スプーンを　まげて　注意を　ひき 相手の　命中率を　さげる。	折彎湯匙引起注意， 降低對手的命中率。
0135-soft_boiled-0000|data.Name		Soft-Boiled	Weichei		Covauova	生蛋	E-Coque	Amortiguador	알낳기	タマゴうみ	タマゴうみ	生蛋
0135-soft_boiled-0001|data.Desc		The user restores an ally's HP by up to half of its max HP.	KP des Anwenders werden um 50% der maximalen KP aufgefüllt.		Il Pokémon ripristina i PS di un alleato utilizzando metà dei suoi PS massimi.	回复队友最大HP的一半。			동료 하나의 최대 HP 절반을 회복해 준다.			
0136-high_jump_kick-0000|data.Name		High Jump Kick	Turmkick		Calcinvolo	飞膝踢	Pied Voltige	Pat. Salto Alta	무릎차기	とびひざげり	とびひざげり	飛膝踢
0136-high_jump_kick-0001|data.Desc		The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead.	Sprungtritt mit Knie. Bei Misserfolg verletzt sich der Anwender selbst.		Il Pokémon attacca il bersaglio con una ginocchiata in volo. Se la mossa fallisce, il Pokémon subisce dei danni.	跳起后用膝盖撞对手进行攻击。如果撞偏则自己会受到伤害。	Le lanceur s’élance pour effectuer un coup de genou sauté. S’il échoue, le lanceur se blesse.	Salta muy alto y lanza una patada. Si falla, dañará al usuario.	점프해서 무릎차기로 상대를 공격한다. 빗나가면 자신이 데미지를 입는다.	ジャンプからの　ひざげりで あいてを　こうげきする。 はずすと　じぶんが　ダメージを　うける。	ジャンプからの　ひざげりで 相手を　攻撃する。 はずすと　自分が　ダメージを　受ける。	跳起後用膝蓋踢擊對手。 沒踢中對手時自己會受到傷害。
0137-glare-0000|data.Name		Glare	Giftblick		Sguardo Feroce	大蛇瞪眼	Regard Médusant	Deslumbrar	뱀눈초리	へびにらみ	へびにらみ	大蛇瞪眼
0137-glare-0001|data.Desc		The user intimidates the target with a snake glare to cause paralysis.	Schüchtert Ziel mit einem giftigen Blick ein, sodass dieses paralysiert wird.		Il Pokémon spaventa il bersaglio con uno sguardo terrificante e ne causa la paralisi.	用蛇的目光使对手害怕，从而让其陷入麻痹状态。			뱀 같은 눈초리로 겁을 주어 상대를 마비 상태로 만든다.			
0138-dream_eater-0000|data.Name		Dream Eater	Traumfresser		Mangiasogni	食梦	Dévorêve	Come Sueños	꿈먹기	ゆめくい	ゆめくい	食夢
0138-dream_eater-0001|data.Desc		The user eats the dreams of a target, doing more damage if it is sleeping. It absorbs half the damage caused to heal its own HP.	Der Anwender frisst die Träume eines Ziels, schlafenden Zielen wird dabei mehr Schaden zugefügt. Die Hälfte des zugefügten Schadens wird dem Anwender gutgeschrieben.		Attacco che funziona meglio su un bersaglio che dorme. Chi lo usa riceve metà dei PS persi dal Pokémon colpito.	吃掉对手的梦，如果对手在睡觉，则造成更大伤害。自己回复对手所受到伤害的一半HP。						
0139-poison_gas-0000|data.Name		Poison Gas	Giftwolke		Velenogas	毒瓦斯	Gaz Toxik	Gas Venenoso	독가스	どくガス	どくガス	毒瓦斯
0139-poison_gas-0001|data.Desc		A cloud of poison gas is sprayed in the face of opposing Pokémon, poisoning those hit.	Hüllt Gegner in der Umgebung in Gas ein, das sie vergiftet.		Il Pokémon spruzza in faccia agli avversari una nuvola di gas tossico che li avvelena.	将毒瓦斯吹到对手的脸上，从而让对手陷入中毒状态。	Un nuage de gaz toxique est projeté au visage de l’ennemi pour l’empoisonner.	Lanza una nube de gas tóxico al objetivo. Produce envenenamiento.	독가스를 상대의 얼굴에 내뿜어 독 상태로 만든다.	どくガスを　あいての　かおに　ふきかけて どくの　じょうたいに　する。	毒ガスを　相手の　顔に　吹きかけて 毒の　状態に　する。	將毒瓦斯吹到對手的臉上， 讓對手陷入中毒狀態。
0140-barrage-0000|data.Name		Barrage	Stakkato		Sferattacco	投球	Pilonnage	Presa	구슬던지기	たまなげ	たまなげ	投球
0140-barrage-0001|data.Desc		Round objects are hurled at the target to strike five times in a row.	Wirft fünfmal runde Gegenstände auf das Ziel.		Piovono enormi sfere sulla testa del bersaglio per cinque volte in rapida successione.	向对手投掷圆形物体进行攻击。连续攻击5次。			둥근 것을 상대에게 내던져서 공격한다. 5회 동안 연속으로 쓴다.			
0141-leech_life-0000|data.Name		Leech Life	Blutsauger		Sanguisuga	吸血	Vampirisme	Chupavidas	흡혈	きゅうけつ	きゅうけつ	吸血
0141-leech_life-0001|data.Desc		The user drains the target's blood. The user's HP is restored by the damage taken by the target.	Dem Ziel wird Blut abgesaugt. Der zugefügte Schaden wird dem Anwender gutgeschrieben.		Il Pokémon succhia il sangue del bersaglio e lo attacca, recuperando una quantità di PS pari alla metà del danno inflitto.	吸取血液攻击对手。可以回复给予对手相同伤害的HP。			피를 빨아서 상대를 공격한다. 준 데미지를 HP로 회복한다.			
0142-lovely_kiss-0000|data.Name		Lovely Kiss	Todeskuss		Demonbacio	恶魔之吻	Grobisou	Beso Amoroso	악마의키스	あくまのキッス	あくまのキッス	惡魔之吻
0142-lovely_kiss-0001|data.Desc		With a scary face, the user tries to force a kiss on the target. If it succeeds, the target falls asleep.	Anwender zwingt dem Ziel einen Kuss auf, der Schlaf verursacht.		Il Pokémon intimidisce il bersaglio con una faccia paurosa e gli schiocca un bacio che lo fa addormentare.	用恐怖的脸强吻对手。让对手陷入睡眠状态。	Le lanceur fait un bisou à l’ennemi en prenant une mine effrayante. Endort l’ennemi.	Con una cara que asusta, da un beso al objetivo y lo adormece.	무서운 얼굴로 키스를 시도한다. 성공하면 상대를 잠듦 상태로 만든다.	おそろしい　かおで　キスを　せまる。 あいてを　ねむり　じょうたいに　する。	恐ろしい　顔で　キスを　せまる。 相手を　眠り状態に　する。	用恐怖的臉強吻對手。 能讓對手陷入睡眠狀態。
0143-sky_attack-0000|data.Name		Sky Attack	Himmelsfeger		Aeroattacco	神鸟猛击	Piqué	Ataque Aéreo	불새	ゴッドバード	ゴッドバード	神鳥猛擊
0143-sky_attack-0001|data.Desc		A two-turn attack. This may also make the target flinch.	Anwender greift in der zweiten Runde an. Ziel schreckt eventuell zurück.		Attacco in due turni. Può anche far tentennare il bersaglio.	第2回合攻击对手。偶尔使对手畏缩。			2턴째에 상대를 공격한다. 가끔 풀죽게 만든다.			
0144-transform-0000|data.Name		Transform	Wandler		Trasformazione	变身	Morphing	Transformación	변신	へんしん	へんしん	變身
0144-transform-0001|data.Desc		The user transforms into a copy of the target right down to having the same move set.	Anwender verwandelt sich in ein Abbild des Zieles und kann so auf die gleichen Attacken zugreifen.		Il Pokémon si trasforma in una copia esatta del bersaglio per sfruttarne le mosse.	变身成对手宝可梦的样子，能够使用和对手完全相同的招式。	Le lanceur devient une copie de sa cible et obtient la même palette de capacités.	El usuario se transforma en una copia del objetivo, con los mismos movimientos.	상대 포켓몬으로 변신하여 상대와 완전히 똑같은 기술을 사용할 수 있다.	あいての　ポケモンに　へんしん することで　あいてと　まったく おなじ　わざが　つかえる。	相手の　ポケモンに　変身することで 相手と　まったく 同じ　技が　使える。	變身成對手寶可夢的樣子， 能夠使用和對手 完全相同的招式。
0145-bubble-0000|data.Name		Bubble	Blubber		Bolla	泡沫	Écume	Burbuja	거품	あわ	あわ	泡沫
0145-bubble-0001|data.Desc		A spray of countless bubbles is jetted at the target. This may also lower the target's Movement Speed.	Angriff mit Blasen. Bewegungsgeschwindigkeit des Zieles wird eventuell gesenkt.		Una pioggia di bolle investe i nemici intorno e può anche ridurne la velocità di movimento.	向对手用力吹起无数泡泡进行攻击。有时会降低对手的移动速度。			매우 많은 거품을 상대에게 내뿜어 공격한다. 상대의 행동속도를 떨어뜨릴 때가 있다.			
0146-dizzy_punch-0000|data.Name		Dizzy Punch	Irrschlag		Stordipugno	迷昏拳	Uppercut	Puño Mareo	잼잼펀치	ピヨピヨパンチ	ピヨピヨパンチ	迷昏拳
0146-dizzy_punch-0001|data.Desc		The target is hit with rhythmically launched punches. This may also leave the target confused.	Rhythmische Schläge, die das Ziel verwirren können.		Il Pokémon colpisce il bersaglio con una sequenza di pugni che può anche confonderlo.	有节奏地出拳攻击对手。有时会使对手混乱。	Un enchaînement de coups de poing cadencés frappe l’ennemi. Peut aussi le rendre confus.	Rítmicos puñetazos que pueden causar confusión.	리드미컬한 펀치를 날려 상대를 공격한다. 혼란시킬 때가 있다.	リズミカルに　パンチを　くりだして あいてを　こうげきする。 こんらん　させることが　ある。	リズミカルに　パンチを　くりだして 相手を　攻撃する。 混乱させることが　ある。	有節奏地出拳攻擊對手。 有時會使對手混亂。
0147-spore-0000|data.Name		Spore	Pilzspore		Spora	蘑菇孢子	Spore	Espora	버섯포자	キノコのほうし	キノコのほうし	蘑菇孢子
0147-spore-0001|data.Desc		The user scatters bursts of spores that induce sleep.	Erzeugt eine Wolke aus einschläfernden Sporen.		Il Pokémon sparge una nube di spore che fa addormentare il bersaglio.	沙沙沙地撒满具有催眠效果的孢子，从而让对手陷入睡眠状态。	Le lanceur répand un nuage de spores qui endort.	Esparce esporas que inducen al sueño.	최면 효과가 있는 포자를 훌훌 흩뿌려서 상대를 잠듦 상태로 만든다.	さい ん　こうかの　ある ほうしを　パラパラと　ふりまき あいてを　ねむり　じょうたいに　する。	催眠効果の　ある 胞子を　パラパラと　ふりまき 相手を　眠り状態に　する。	大把撒出有催眠效果的孢子， 讓對手陷入睡眠狀態。
0148-flash-0000|data.Name		Flash	Blitz		Flash	闪光	Flash	Destello	플래시	フラッシュ	フラッシュ	閃光
